Team	Instance	Solution	Cost
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_18319894_solution.txt	2496967451
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_23390422_solution.txt	2464195599
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_36197069_solution.txt	2470299830
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_45945346_solution.txt	2475872718
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_54500951_solution.txt	2461649391
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_63196367_solution.txt	2472958941
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_71110057_solution.txt	2475247999
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_89578146_solution.txt	2461219726
MJG	VSC2019_ORTEC_Hidden_05.txt	VSC2019_ORTEC_Hidden_05.txt_96527670_solution.txt	2473663178
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_18319894_solution.txt	32973530
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_23390422_solution.txt	32919590
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_36197069_solution.txt	32988805
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_45945346_solution.txt	32923380
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_54500951_solution.txt	32953980
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_63196367_solution.txt	32934200
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_71110057_solution.txt	32946760
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_89578146_solution.txt	32954820
MJG	VSC2019_ORTEC_Hidden_06.txt	VSC2019_ORTEC_Hidden_06.txt_96527670_solution.txt	32960220
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_18319894_solution.txt	103441050
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_23390422_solution.txt	102615575
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_36197069_solution.txt	103117170
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_45945346_solution.txt	102893580
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_54500951_solution.txt	103624580
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_63196367_solution.txt	102905945
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_71110057_solution.txt	102912435
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_89578146_solution.txt	103165945
MJG	VSC2019_ORTEC_Hidden_07.txt	VSC2019_ORTEC_Hidden_07.txt_96527670_solution.txt	102375745
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_18319894_solution.txt	734944790
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_23390422_solution.txt	732697320
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_36197069_solution.txt	734275360
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_45945346_solution.txt	733382135
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_54500951_solution.txt	732699480
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_63196367_solution.txt	734661920
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_71110057_solution.txt	729588325
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_89578146_solution.txt	732144445
MJG	VSC2019_ORTEC_Hidden_08.txt	VSC2019_ORTEC_Hidden_08.txt_96527670_solution.txt	730206440
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_18319894_solution.txt	1756600313
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_23390422_solution.txt	1763136592
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_36197069_solution.txt	1749324023
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_45945346_solution.txt	1735915657
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_54500951_solution.txt	1732947893
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_63196367_solution.txt	1766881259
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_71110057_solution.txt	1746269395
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_89578146_solution.txt	1736502488
MJG	VSC2019_ORTEC_Hidden_09.txt	VSC2019_ORTEC_Hidden_09.txt_96527670_solution.txt	1732570744
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_18319894_solution.txt	32544810
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_23390422_solution.txt	32480350
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_36197069_solution.txt	32544730
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_45945346_solution.txt	32495990
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_54500951_solution.txt	32678430
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_63196367_solution.txt	32289755
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_71110057_solution.txt	32161450
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_89578146_solution.txt	32324145
MJG	VSC2019_ORTEC_Hidden_10.txt	VSC2019_ORTEC_Hidden_10.txt_96527670_solution.txt	32134970
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_18319894_solution.txt	4127607084
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_23390422_solution.txt	4144714932
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_36197069_solution.txt	4205805564
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_45945346_solution.txt	4172030464
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_54500951_solution.txt	4159875442
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_63196367_solution.txt	4130849197
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_71110057_solution.txt	4144651114
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_89578146_solution.txt	4167830176
MJG	VSC2019_ORTEC_Hidden_11.txt	VSC2019_ORTEC_Hidden_11.txt_96527670_solution.txt	4104065729
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_18319894_solution.txt	2987144355
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_23390422_solution.txt	2987761425
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_36197069_solution.txt	2993154960
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_45945346_solution.txt	2989908570
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_54500951_solution.txt	2989725475
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_63196367_solution.txt	2991469630
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_71110057_solution.txt	2992810080
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_89578146_solution.txt	2986114975
MJG	VSC2019_ORTEC_Hidden_12.txt	VSC2019_ORTEC_Hidden_12.txt_96527670_solution.txt	2985608315
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_18319894_solution.txt	5243444173
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_23390422_solution.txt	5259919957
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_36197069_solution.txt	5270316891
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_45945346_solution.txt	5303966276
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_54500951_solution.txt	5270384890
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_63196367_solution.txt	5291740562
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_71110057_solution.txt	5260536695
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_89578146_solution.txt	5271988262
MJG	VSC2019_ORTEC_Hidden_13.txt	VSC2019_ORTEC_Hidden_13.txt_96527670_solution.txt	5266025352
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_18319894_solution.txt	1388537240
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_23390422_solution.txt	1390053145
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_36197069_solution.txt	1388354265
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_45945346_solution.txt	1390819570
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_54500951_solution.txt	1386071905
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_63196367_solution.txt	1394119880
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_71110057_solution.txt	1388035640
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_89578146_solution.txt	1393970410
MJG	VSC2019_ORTEC_Hidden_14.txt	VSC2019_ORTEC_Hidden_14.txt_96527670_solution.txt	1389921950
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_18319894_solution.txt	165850605
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_23390422_solution.txt	165877665
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_36197069_solution.txt	166127970
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_45945346_solution.txt	165468950
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_54500951_solution.txt	165451860
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_63196367_solution.txt	165640175
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_71110057_solution.txt	165442970
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_89578146_solution.txt	165792735
MJG	VSC2019_ORTEC_Hidden_15.txt	VSC2019_ORTEC_Hidden_15.txt_96527670_solution.txt	166067660
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_18319894_solution.txt	52835770
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_23390422_solution.txt	52837125
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_36197069_solution.txt	53076335
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_45945346_solution.txt	52839455
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_54500951_solution.txt	52748585
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_63196367_solution.txt	52844905
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_71110057_solution.txt	52885845
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_89578146_solution.txt	52946915
MJG	VSC2019_ORTEC_Hidden_16.txt	VSC2019_ORTEC_Hidden_16.txt_96527670_solution.txt	52730075
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_18319894_solution.txt	27411982897
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_23390422_solution.txt	27446308715
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_36197069_solution.txt	27421794071
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_45945346_solution.txt	27421854463
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_54500951_solution.txt	27387159376
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_63196367_solution.txt	27409387119
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_71110057_solution.txt	27477760252
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_89578146_solution.txt	27466191183
MJG	VSC2019_ORTEC_Hidden_17.txt	VSC2019_ORTEC_Hidden_17.txt_96527670_solution.txt	27394619610
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_18319894_solution.txt	52619975
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_23390422_solution.txt	52695485
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_36197069_solution.txt	52730655
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_45945346_solution.txt	52621545
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_54500951_solution.txt	52631115
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_63196367_solution.txt	52679310
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_71110057_solution.txt	52631655
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_89578146_solution.txt	52709930
MJG	VSC2019_ORTEC_Hidden_18.txt	VSC2019_ORTEC_Hidden_18.txt_96527670_solution.txt	52602450
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_18319894_solution.txt	4379599620
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_23390422_solution.txt	4381424485
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_36197069_solution.txt	4385140375
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_45945346_solution.txt	4381909070
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_54500951_solution.txt	4381951400
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_63196367_solution.txt	4385263440
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_71110057_solution.txt	4389011065
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_89578146_solution.txt	4389309145
MJG	VSC2019_ORTEC_Hidden_19.txt	VSC2019_ORTEC_Hidden_19.txt_96527670_solution.txt	4384777935
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_18319894_solution.txt	129630200
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_23390422_solution.txt	128366265
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_36197069_solution.txt	130047100
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_45945346_solution.txt	130788630
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_54500951_solution.txt	128488815
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_63196367_solution.txt	132616490
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_71110057_solution.txt	128220285
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_89578146_solution.txt	131909680
MJG	VSC2019_ORTEC_Hidden_20.txt	VSC2019_ORTEC_Hidden_20.txt_96527670_solution.txt	129976290
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_18319894_solution.txt	34351555
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_23390422_solution.txt	33869240
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_36197069_solution.txt	34068165
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_45945346_solution.txt	33313460
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_54500951_solution.txt	34034130
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_63196367_solution.txt	33876615
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_71110057_solution.txt	33710450
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_89578146_solution.txt	33973965
MJG	VSC2019_ORTEC_Hidden_21.txt	VSC2019_ORTEC_Hidden_21.txt_96527670_solution.txt	33641950
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_18319894_solution.txt	6675805
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_23390422_solution.txt	6646315
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_36197069_solution.txt	6716745
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_45945346_solution.txt	6710965
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_54500951_solution.txt	6642535
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_63196367_solution.txt	6676695
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_71110057_solution.txt	6671085
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_89578146_solution.txt	6684060
MJG	VSC2019_ORTEC_Hidden_22.txt	VSC2019_ORTEC_Hidden_22.txt_96527670_solution.txt	6671480
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_18319894_solution.txt	22496290795
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_23390422_solution.txt	22507319565
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_36197069_solution.txt	22486839310
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_45945346_solution.txt	22482877580
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_54500951_solution.txt	22473152460
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_63196367_solution.txt	22474773465
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_71110057_solution.txt	22485776225
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_89578146_solution.txt	22498503740
MJG	VSC2019_ORTEC_Hidden_23.txt	VSC2019_ORTEC_Hidden_23.txt_96527670_solution.txt	22496889020
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_18319894_solution.txt	31561599655
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_23390422_solution.txt	31552906015
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_36197069_solution.txt	31560287325
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_45945346_solution.txt	31568712660
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_54500951_solution.txt	31514197225
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_63196367_solution.txt	31598664775
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_71110057_solution.txt	31697892510
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_89578146_solution.txt	31502515080
MJG	VSC2019_ORTEC_Hidden_24.txt	VSC2019_ORTEC_Hidden_24.txt_96527670_solution.txt	31658990000
MJG	VSC2019_ORTEC_Hidden_25.txt	VSC2019_ORTEC_Hidden_25.txt_18319894_solution.txt	553916380
MJG	VSC2019_ORTEC_Hidden_25.txt	VSC2019_ORTEC_Hidden_25.txt_23390422_solution.txt	562330145
MJG	VSC2019_ORTEC_Hidden_25.txt	VSC2019_ORTEC_Hidden_25.txt_36197069_solution.txt	566034580
MJG	VSC2019_ORTEC_Hidden_25.txt	VSC2019_ORTEC_Hidden_25.txt_45945346_solution.txt	590049815
MJG	VSC2019_ORTEC_Hidden_25.txt	VSC2019_ORTEC_Hidden_25.txt_54500951_solution.txt	558802280
MJG	VSC2019_ORTEC_Hidden_25.txt	VSC2019_ORTEC_Hidden_25.txt_63196367_solution.txt	562750050
MJG	VSC2019_ORTEC_Hidden_25.txt	VSC2019_ORTEC_Hidden_25.txt_71110057_solution.txt	552735110
