DATASET = ORTEC Early VeRoLog 2019
NAME = Instance 14

DAYS = 45
  293    44    38    40     3     2
  294    60    38    39     1     3
  295    80    38    43     5     1
  296    79    39    41     6     2
  297    13    39    42     4     2
  298    16    39    44     5     2
  299    18    39    40     6     1
  300    46    39    40     6     2

TECHNICIANS = 100
    1    31   910     6  1 0 0 1 0 0
    2     1   465     5  0 0 1 0 0 0
    3   102   285     7  0 0 1 1 0 0
    4    17   525     6  1 0 0 1 0 1
    5    34   905     6  0 0 0 1 0 0
    6    96   250     9  1 1 0 1 0 0
    7   103   185     9  0 0 0 1 0 1
    8    53   945     9  0 0 0 0 1 0
    9   104    80     9  0 1 0 0 0 0
   10     1   375     7  1 0 0 1 0 1
   11     1   190    10  0 1 1 1 0 0
   12     1   440     7  0 1 0 0 0 0
   13    58   100     9  0 0 1 0 0 0
   14    54   860     9  1 0 1 0 1 0
   15     1   160     8  0 1 0 0 0 0
   16    48   385    10  1 0 0 1 1 0
   17    88   450     6  1 1 0 0 0 1
   18     3   400     5  0 0 1 0 1 1
   19     1   490     7  0 1 0 1 1 0
   20    36   475     8  1 0 0 1 0 0
   21    57   430     9  1 1 0 0 0 0
   22    83   420     7  0 1 1 0 1 0
   23    99   270     8  0 0 1 0 0 0
   24    68   370     8  0 0 1 1 0 0
   25    71   310    10  0 0 1 0 1 0
   26   105   235     9  0 0 0 1 1 1
   27    12   365     5  0 1 0 0 0 0
   28   106   375    10  1 1 0 1 0 0
   29   107   375     6  0 0 0 0 1 0
   30    60   185     6  0 0 0 0 0 1
   31    19   885     8  1 1 0 0 1 0
   32    76   255    10  0 1 0 1 0 1
   33    74   140     6  1 1 0 0 0 0
   34     1   615    10  0 0 1 0 1 0
   35   108   165     9  0 1 1 0 0 1
   36    86   645     9  0 0 1 0 0 0
   37    23   910     7  1 0 1 0 0 1
   38    33   670     5  0 0 0 1 1 1
   39    17   375     7  0 1 0 0 0 1
   40     1   915     5  0 0 0 0 1 0
   41    96   960     6  1 0 0 1 0 0
   42    99   670    10  0 0 0 1 0 1
   43     4   235     7  0 0 0 0 1 1
   44   109   390     9  0 0 1 0 0 0
   45     1   615     8  0 0 0 0 1 0
   46    82   835     8  0 0 0 1 0 0
   47    44   200     5  0 0 0 1 0 0
   48    67   960    10  0 1 0 1 0 0
   49    63   130     5  0 1 0 0 0 1
   50    58   890     5  1 0 1 1 0 0
   51   110   540     7  1 0 0 0 0 0
   52   111   135     5  1 0 0 0 0 0
   53    72   430     7  0 0 0 1 0 0
   54     1   135     5  0 0 0 0 0 1
   55    96   670     7  1 0 0 1 0 0
   56     9   935     5  1 0 0 0 0 0
   57    78   990     9  0 0 1 1 1 0
   58    89   275     6  0 0 0 0 1 0
   59     1   135     7  0 1 1 0 1 0
   60   112   395    10  0 1 0 0 0 1
   61    74   740     7  0 1 1 0 1 0
   62    34   620     8  0 1 0 0 1 1
   63   113   665    10  1 1 1 0 0 0
   64    95   920     5  0 1 1 0 0 1
   65     1   350    10  1 1 0 1 0 0
   66    49   220     8  0 0 0 1 0 0
   67     1   270     7  1 0 0 1 0 0
   68    31   330     6  0 1 1 0 0 0
   69   114   800     7  0 1 0 1 0 0
   70    53   215    10  0 1 0 0 1 1
   71    77   120     7  0 0 0 1 0 0
   72    95   250     8  0 0 0 1 1 0
   73    16   370     8  0 1 0 1 1 0
   74     1   505    10  1 0 0 1 1 0
   75   115   795     5  0 0 1 0 1 1
   76     1   440     9  0 1 1 1 0 0
   77    18   350     6  0 1 0 0 1 1
   78     1   515     8  1 0 0 0 0 1
   79    76   950     5  0 0 1 0 0 1
   80    19   680     9  0 0 1 0 0 0
   81    14   265    10  1 0 1 0 0 0
   82     1   965     5  0 1 1 0 0 1
   83   116   835     8  0 1 1 1 0 0
   84   117   695     7  1 0 0 0 0 1
   85     1   110     7  1 0 0 1 0 0
   86     1   700     6  0 1 1 0 0 0
   87    77   825     7  0 0 0 1 0 0
   88    26   390     9  0 0 1 0 0 0
   89   118   385     9  0 1 0 1 0 0
   90     1   390     6  0 0 1 0 0 0
   91    74   355     9  0 1 1 0 1 0
   92   119   445    10  1 0 1 0 0 0
   93    74   805     6  0 1 1 0 1 0
   94    60   775     6  0 1 0 1 0 0
   95     1   505     6  0 0 0 0 0 1
   96   120   425     6  0 0 0 0 1 0
   97     1   485     7  0 1 1 0 1 0
   98     3   715     8  0 1 0 0 1 1
   99    30   180     6  1 0 0 0 1 0
  100    33   510     8  0 0 1 0 0 1

