DATASET = ORTEC Hidden VeRoLog 2019
NAME = Instance 8

DAYS = 35
   48    89     4     9     3     3
   49    57     4     6     3     3
   50    18     4     7     4     1
   51    62     5     7     1     1
   52    90     5     8     5     1
   53    90     5     7     5     1
   54    61     5     9     5     2
   55    19     5     7     4     1
   56    80     5     9     4     2
   57    89     5     9     1     1
   58    28     6    10     2     1
   59    14     6     7     2     1
   60    65     6     7     1     2
   61    29     6     8     1     3
   62    68     6    11     3     1
   63    76     6     7     5     3
   64    44     7    10     5     3
   65    73     7    10     2     2
   66    22     7     8     4     1
   67    79     7    11     1     2
   68    81     7     9     2     1
   69    74     7     8     5     3
   70    64     7    12     4     1
   71    82     7    10     1     1
   72    20     7    10     3     3
   73    81     7    10     5     2
   74    64     8    11     5     3
   75    13     8    13     1     3
   76    75     8    11     3     2
   77    74     8    12     4     2
   78    43     8    12     1     3
   79    12     8     9     3     1
   80    16     8    10     3     1
   81    99     8     9     5     2
   82    73     8    10     2     3
   83    42     8     9     1     1
   84    14     8    11     3     1
   85    86     8    11     5     3
   86    99     8    10     2     3
   87    43     8     9     2     1
   88    67     8     9     3     3
   89    56     8    13     5     3
   90    21     8    11     5     1
   91    52     9    12     4     1
   92    13     9    11     3     1
   93    82     9    10     4     2
   94    51     9    14     3     3
   95    66     9    13     1     3
   96    26    10    15     2     1
   97    53    10    14     2     1
   98    73    10    11     5     2
   99    50    10    13     4     1
  100    27    10    14     5     3
  101    83    10    12     4     1
  102    58    10    14     4     1
  103    27    10    14     1     1
  104    56    10    13     5     1
  105    79    11    13     2     2
  106     8    11    16     1     3
  107    30    11    12     3     3
  108    30    11    14     4     1
  109    24    11    12     4     1
  110    92    11    14     4     1
  111    19    11    15     2     1
  112    26    11    12     2     1
  113     5    11    14     4     1
  114   100    11    12     3     3
  115    82    11    16     4     1
  116    47    12    13     1     3
  117    81    12    16     4     2
  118    62    12    17     2     2
  119    81    12    16     1     2
  120    98    12    14     4     1
  121    69    12    14     4     2
  122    51    12    13     1     2
  123    44    12    17     5     2
  124    16    12    13     5     3
  125    75    12    17     3     3
  126    32    12    14     2     3
  127    41    12    14     1     3
  128    98    12    17     5     3
  129    72    13    18     2     1
  130    37    13    17     3     3
  131    77    13    17     2     1
  132    55    13    16     3     2
  133   101    13    16     2     2
  134    44    13    17     2     1
  135    46    13    16     4     2
  136    76    13    18     1     2
  137    46    13    16     5     1
  138    53    13    18     1     3
  139     5    13    14     2     1
  140    32    13    18     2     1
  141    71    13    14     2     3
  142    10    13    14     3     1
  143    80    14    17     1     1
  144    10    14    19     1     3
  145    59    14    15     4     2
  146    80    14    19     1     2
  147    25    14    15     4     1
  148    19    14    16     1     3
  149     8    14    18     1     2
  150    83    14    19     1     1
  151    78    14    15     2     2
  152    86    14    17     1     1
  153    43    14    19     3     2
  154    85    14    17     1     1
  155    51    15    18     3     3
  156    19    15    18     1     3
  157    50    15    19     2     1
  158    35    15    19     3     3
  159    45    15    18     5     1
  160    10    15    16     3     1
  161    54    15    19     1     1
  162    28    15    19     5     1
  163    90    15    20     4     2
  164    37    15    19     3     2
  165    30    15    18     5     3
  166    51    15    18     5     3
  167     5    15    17     5     2
  168    82    15    18     3     1
  169     6    16    20     4     1
  170    60    16    17     5     2
  171    76    16    20     3     3
  172     8    16    18     5     2
  173    51    16    18     3     1
  174    65    17    18     2     3
  175    80    17    22     3     3
  176    47    17    21     1     3
  177    82    17    21     1     3
  178    92    17    22     3     2
  179    86    18    19     4     1
  180    10    18    19     1     2
  181    18    18    22     3     2
  182    69    18    22     5     2
  183    84    18    22     4     2
  184    96    18    20     2     2
  185    34    18    23     1     2
  186    15    18    19     5     2
  187    26    18    22     2     1
  188    32    19    22     4     2
  189    40    19    23     3     3
  190    90    19    21     2     3
  191    58    19    21     2     2
  192    66    19    23     2     3
  193    39    19    20     1     3
  194     2    19    23     3     1
  195    39    19    24     1     1
  196    23    19    20     2     3
  197    67    19    22     2     2
  198    79    19    21     4     2
  199    51    20    21     2     2
  200     4    20    23     3     3
  201    60    20    24     3     1
  202    43    20    21     5     1
  203    40    20    23     2     3
  204    29    20    25     4     1
  205    39    20    21     5     2
  206    99    21    22     3     3
  207    36    21    26     4     1
  208     3    21    22     3     2
  209    59    21    22     3     3
  210    92    21    22     3     1
  211    89    21    25     1     3
  212    84    21    25     5     3
  213    17    21    23     2     3
  214    72    22    23     3     1
  215    30    22    24     2     1
  216    80    22    27     1     1
  217    45    22    25     2     2
  218    58    22    25     3     3
  219    41    22    23     1     1
  220    67    22    24     2     2
  221   100    22    26     5     1
  222     6    22    25     2     3
  223    11    22    27     5     1
  224    30    23    28     1     3
  225    21    23    24     4     2
  226    62    23    26     5     1
  227   100    23    25     2     3
  228    51    23    26     3     2
  229   101    23    27     3     1
  230    42    23    27     5     3
  231     7    24    27     1     1
  232    74    24    26     3     2
  233    61    24    29     4     1
  234    52    24    29     4     2
  235    28    24    25     1     2
  236    88    24    29     4     1
  237     8    24    25     5     1
  238    47    24    26     3     1
  239    13    24    25     3     3
  240    12    24    25     4     1
  241    54    24    28     5     2
  242    93    24    28     5     1
  243    67    24    28     2     3
  244    19    24    26     4     1
  245    99    24    26     5     2
  246     8    24    29     3     3
  247    97    24    26     4     1
  248    48    25    27     2     3
  249    97    25    29     4     2
  250    42    25    27     3     1
  251    21    25    26     2     2
  252    75    25    29     5     2
  253    88    25    27     5     3
  254     6    25    29     5     1
  255    81    25    28     1     3
  256    86    26    31     5     3
  257    84    26    30     5     1
  258    36    26    27     4     2
  259    15    26    30     2     2
  260    54    26    28     4     1
  261    54    26    27     3     2
  262    54    26    30     1     3
  263    26    26    28     1     1
  264    52    26    29     2     3
  265     2    26    29     5     3
  266    66    26    29     5     1
  267    71    27    29     3     3
  268    29    27    29     2     1
  269     3    27    31     4     2
  270    98    27    29     4     2
  271    91    27    32     2     3
  272    81    27    31     1     2
  273    17    27    31     5     2
  274    76    27    32     1     1
  275    58    27    29     2     3
  276    38    28    29     1     1
  277    60    28    32     2     3
  278    73    28    32     1     3
  279    41    28    29     5     2
  280    13    28    29     2     1
  281    67    28    33     5     2
  282    51    28    31     2     3
  283    13    28    29     5     3
  284    77    28    29     4     1
  285    96    28    30     2     3
  286    94    28    33     2     1
  287    35    28    32     3     2
  288    47    28    30     4     2
  289    59    28    33     1     1
  290    74    28    31     2     2
  291    84    28    32     3     1
  292    40    28    30     4     2
  293    16    29    33     4     2
  294    62    29    32     5     1
  295    23    29    33     1     3
  296    74    29    31     5     1
  297    94    29    33     4     2
  298    26    29    33     1     2
  299    52    29    32     5     2
  300    35    29    31     4     2

TECHNICIANS = 75
    1    57   120     6  1 1 0 1 0
    2    82   560     8  1 0 1 0 1
    3   102   800     8  1 0 0 0 1
    4    23   270    10  1 0 1 0 1
    5    43   750     6  0 1 0 0 0
    6    12   115     8  0 0 1 1 1
    7    74   685    10  1 0 1 1 0
    8    18   370     6  0 1 0 0 1
    9     1   960    10  0 1 0 1 1
   10   103   625     6  1 0 0 1 0
   11    99   385     6  0 0 0 0 1
   12    67   725     7  1 0 0 0 1
   13   104   260     5  0 0 1 1 0
   14     1   490     7  1 1 0 0 0
   15     1   820     6  0 0 0 0 1
   16     4   850     6  0 0 0 0 1
   17    12   610     8  0 1 1 0 1
   18     4   355     6  0 1 1 0 0
   19     3   890     9  1 0 0 1 1
   20    16   730     5  1 0 0 1 1
   21    47   150     5  0 0 1 0 0
   22     1   120     5  0 0 1 1 0
   23    71   160     8  1 1 1 0 0
   24   105   195     5  0 1 0 1 1
   25    27   125     7  0 0 0 0 1
   26   106   150     8  0 1 1 1 0
   27    75   695     9  0 1 0 1 1
   28    89   940    10  0 1 1 0 0
   29     1   820     7  1 0 0 0 0
   30    49   865     9  0 0 0 0 1
   31     1   605     5  1 0 0 0 0
   32     1   285     9  0 0 0 0 1
   33   107   800     7  0 1 0 0 1
   34    27   685    10  0 0 1 0 1
   35    66   905     8  0 1 1 1 0
   36    72   265     9  0 1 1 1 0
   37    23   680     6  1 0 1 0 1
   38    62   335     5  0 0 1 0 0
   39    58   355     7  0 1 0 0 0
   40    42   465    10  1 0 0 1 0
   41     1   740     7  0 0 1 1 1
   42   108   665     8  0 1 0 0 1
   43   109   865     7  1 0 1 0 1
   44    11   895     8  0 1 1 0 1
   45    79   440     7  0 1 0 1 1
   46    58   525     8  0 0 1 0 0
   47    27   730     5  1 1 0 1 0
   48   110   355     9  1 1 0 1 0
   49     4   380     5  0 0 0 0 1
   50     2   400    10  1 1 0 0 1
   51   111   405     9  1 0 0 0 1
   52   112   135     7  0 0 1 1 1
   53    12   445     7  1 0 0 1 1
   54     1   820     8  0 0 0 0 1
   55    16   465     5  1 0 0 1 0
   56    37   140     6  0 0 0 0 1
   57     1   660     5  1 0 1 0 1
   58     1   955     9  0 1 0 1 0
   59   113   390     7  0 0 0 0 1
   60    32   520     9  1 0 0 0 0
   61   100   690     6  0 1 1 1 0
   62    80   790     9  0 0 0 0 1
   63    78   800     8  0 0 0 0 1
   64     1   770     9  0 0 0 1 0
   65     1   435     7  1 0 1 1 0
   66    19   365     8  1 0 0 0 0
   67    39   530     6  0 0 1 1 0
   68   114   200     7  1 0 0 1 1
   69    25   830    10  1 1 0 0 1
   70   115   690     8  0 0 0 1 0
   71   116   145     7  1 0 1 1 0
   72     1   320     8  0 1 0 0 0
   73    18   640     6  0 0 0 1 0
   74    90   215     9  0 0 1 1 1
   75    30   190     7  0 0 1 0 0

